Facility Id,FRS Id,Reported City,Reported State,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2019 Total reported emissions from Onshore Oil & Gas Production ,2018 Total reported emissions from Onshore Oil & Gas Production ,2017 Total reported emissions from Onshore Oil & Gas Production ,2016 Total reported emissions from Onshore Oil & Gas Production ,2015 Total reported emissions from Onshore Oil & Gas Production ,2014 Total reported emissions from Onshore Oil & Gas Production ,2013 Total reported emissions from Onshore Oil & Gas Production ,2012 Total reported emissions from Onshore Oil & Gas Production ,2011 Total reported emissions from Onshore Oil & Gas Production 
1008713,110055514199,Houston,TX,Harris,29.7726138,-95.514493,211111,W-ONSH,,,,,"42,130.62","100,906.98","136,970.01","46,281.20","58,435.45"
1013135,,State College,PA,,40.7984796,-77.899604,211130,W-ONSH,"104,217.39","88,101.97","27,243.99",,,,,,
1013413,,State College,PA,,39.94526,-81.4424,211130,W-ONSH,"17,678.34","55,044.20",,,,,,,
1013089,,Canonsburg,PA,,40.2767073,-80.1651854,211130,W-ONSH,"1,670.75","82,836.99","40,731.51",,,,,,
1009956,110010751347,Denver,CO,DENVER COUNTY,39.742905,-104.98738,211120,"UU,W-ONSH","156,239.23","93,052.53","75,276.81","61,535.58","72,353.50","175,145.34","121,769.64","157,075.54","244,094.64"
1008686,110005116105,Midland,TX,MIDLAND COUNTY,32.00317,-102.07883,211111,W-ONSH,,,,,,,,"1,031.50","1,034.70"
1006420,110055511003,Plano,TX,COLLIN,33.07805,-96.82229,211111,W-ONSH,,,,99.25,"2,082.85","52,143.30","75,744.59","82,518.00","108,200.32"
1008266,110055511003,Plano,TX,COLLIN,33.07805,-96.82229,211111,W-ONSH,,,,,,,"56,170.95","60,003.81","103,125.35"
1006404,110055511003,Plano,TX,COLLIN,33.07805,-96.82229,211111,W-ONSH,,,,,,,,138.80,"30,228.40"
1008209,110059765384,Denver,CO,DENVER COUNTY,39.74346,-104.98796,211111,W-ONSH,,,,,,,"184,429.83","220,895.49","249,393.14"
1008089,110055511003,Plano,TX,COLLIN,33.07805,-96.82229,211111,W-ONSH,,,,"57,823.91","41,788.95","35,487.50","20,315.95",,
1008207,110059765384,Denver,CO,DENVER COUNTY,39.74369,-104.98777,211111,W-ONSH,,,,"554,607.28","544,386.18","768,675.96","706,830.65","809,250.44","660,875.11"
1008216,110059765384,Denver,CO,DENVER COUNTY,39.74369,-104.98777,211111,W-ONSH,,,"72,377.56","71,777.64","98,779.04","80,492.38","10,317.12",,
1008212,110005138671,Dallas,TX,DALLAS COUNTY,32.93619,-96.82295,211111,W-ONSH,,,,,,,,362.50,"27,475.32"
1013283,,Louisville,OH,,,,211130,W-ONSH,"439,505.17",,,,,,,,
1011839,110067200317,Houston,TX,HARRIS COUNTY,29.76142,-95.47883,211130,W-ONSH,,"11,858.33","10,933.78","11,021.42","13,691.45",,,,
1011727,110064007694,Midland,TX,MIDLAND COUNTY,31.997416,-102.079268,211111,W-ONSH,,,,,"23,114.82","23,656.47","21,668.72","21,675.92","21,699.17"
1011659,110063745032,Midland,TX,MIDLAND COUNTY,31.99742,-102.0793,211120,W-ONSH,"644,545.38","632,774.65","262,919.65","267,075.71","257,629.57","315,596.73","308,107.37","290,548.54","266,466.04"
1008408,110055513216,Farmington,NM,SAN JUAN,36.72176,-108.18322,211111,W-ONSH,,,,,"146,171.09","382,722.12","408,409.59","416,341.97","463,461.43"
1008836,110013693538,Birmingham,AL,JEFFERSON COUNTY,33.520058,-86.807637,211111,"UU,W-ONSH",,,"382,736.24","475,818.00","117,171.34","57,180.91","49,343.60","81,356.00","79,882.95"
1013381,110012236801,Denver,CO,DENVER COUNTY,39.7479,-104.9933,211120,W-ONSH,"36,424.39","45,292.00",,,,,,,
1009595,110012236801,Denver,CO,DENVER COUNTY,39.7479,-104.9933,211120,W-ONSH,"806,102.93","641,676.85","542,803.35","325,756.80","386,399.80","509,958.51","197,165.21","168,039.33","219,769.84"
1009967,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"147,222.10","165,046.99","186,287.55","297,016.19","328,247.64","358,912.37","347,002.99","522,352.49","566,488.54"
1009932,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"228,693.85","208,628.70","197,550.10","317,978.38","256,546.30","274,124.45","211,469.76","394,282.45","1,075,807.55"
1009657,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211111,W-ONSH,,,"199,846.27","159,457.62","130,994.30","114,476.29","119,655.19","151,889.96","133,751.71"
1009659,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211111,W-ONSH,,,,294.65,77.25,287.45,"42,827.89",,
1009968,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"35,410.80","35,388.90","36,529.40","36,925.05","44,722.10","121,741.92","115,463.50","96,327.57","105,315.84"
1009660,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211111,W-ONSH,,,"9,087.35","12,427.24","9,432.43","22,142.23","24,885.48","109,589.76","109,539.91"
1009663,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,,"132,274.84","453,460.61","275,957.01","548,981.57","86,034.54","97,280.88",,
1009666,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,,"645,347.11","753,882.54","171,145.94","124,467.37","183,631.51","123,787.98","112,537.29","33,955.39"
1009689,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,,"449,003.28","390,761.62","341,011.39","261,478.51","509,699.30","441,487.80","432,522.71","1,207,089.91"
1011596,110063744774,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,"37,259.97","38,694.10","37,969.86","98,497.18","75,013.27","251,018.14",,,
1009694,110043477573,Houston,TX,HARRIS COUNTY,29.75608,-95.36433,211130,W-ONSH,,"130,955.72","121,619.15","97,585.04","139,011.39","150,395.32","299,064.66","359,894.55","452,064.21"
1013691,,Shreveport,LA,,,,211120,W-ONSH,"88,114.10",,,,,,,,
1008604,110055513751,Pawnee,TX,BEE COUNTY,28.651637,-98.000845,211120,W-ONSH,"134,111.25","109,613.57","134,354.54","136,038.53","206,431.69","233,617.33","253,550.60","208,410.35","398,927.76"
1008475,110005088984,Houston,TX,HARRIS COUNTY,29.94751,-95.40587,211130,W-ONSH,,"597,198.15","546,626.75","523,952.40","445,432.24","399,232.83","636,132.03","677,238.56","668,590.81"
1010176,110037087336,Tulsa,OK,OKLAHOMA COUNTY,35.612006,-97.607207,211130,W-ONSH,,"18,972.63","27,321.39","33,093.51","42,075.76","40,236.10","41,605.12","39,403.87","45,537.02"
1010337,110037087336,Oklahoma City,OK,OKLAHOMA,35.612006,-97.607207,211111,W-ONSH,,,,,,0.00,,"15,733.00","8,757.50"
1009625,110055517285,Austin,TX,TRAVIS COUNTY,30.35408,-97.80067,211120,W-ONSH,"644,248.04","535,423.68","367,705.36","332,092.62","566,135.93","945,047.45","1,289,798.75","816,766.91","442,940.44"
1010943,110056382677,Austin,TX,HARRIS COUNTY,29.744878,-95.560969,211130,W-ONSH,"94,903.31","81,816.43","62,238.82","37,248.78","78,430.07","77,137.07","78,447.53",,
1011688,110064007480,Austin,TX,MONROE COUNTY,39.6624549,-80.8696312,211130,W-ONSH,"22,756.84","23,459.38","37,586.28","33,999.23","48,352.10","27,503.48",,,
1008431,110055513350,Monroe,LA,OUACHITA PARISH,32.523192,-92.114846,213112,W-ONSH,,,,,,"6,508.38","3,940.20","2,065.00","17,889.09"
1013595,,Katy,TX,,,,211130,W-ONSH,"84,084.15",,,,,,,,
1008608,110055513788,Trinidad,CO,LAS ANIMAS COUNTY,37.158302,-104.565527,211130,W-ONSH,"210,725.95","210,461.90","209,566.40","193,022.98","195,959.03","186,632.51","177,342.37","171,864.22","177,429.46"
1011761,,Denver,CO,,39.7541032,-105.0002242,211120,W-ONSH,"433,806.09","504,577.81","349,053.42",,"73,909.81",,,,
1013261,110070525486,Irving,TX,DALLAS COUNTY,32.868866,-96.93365,211130,W-ONSH,"168,285.40","170,096.91",,,,,,,
1011655,110063745050,Lumberton,MS,LAMAR COUNTY,31.062572,-89.643438,211130,W-ONSH,,"48,780.65","48,748.75","48,784.25","58,644.97","79,059.03",,,
1012666,110070082431,Irving,TX,,32.8916766,-96.9477532,211120,W-ONSH,"4,638.31","65,635.41","122,620.47","75,700.17",,,,,
1009714,110055517203,Denver,CO,Denver,39.7477036,-104.9897862,211111,W-ONSH,,,,,,0.00,"24,376.64","53,933.25","192,124.03"
1009587,110055517203,Denver,CO,Denver,39.7477036,-104.9897862,211111,W-ONSH,,,,,,"151,143.55","147,515.35","145,007.63","221,524.51"
1009586,110055517203,Denver,CO,Denver,39.7477036,-104.9897862,211111,W-ONSH,,,,,,"4,484.74","9,810.49","19,295.33","104,322.35"
1012825,110070225672,Southlake,TX,TARRANT COUNTY,32.934821,-97.110409,211120,W-ONSH,"109,991.67","233,369.26","267,542.77",,,,,,
1010220,110055519899,Houston,TX,HARRIS,29.7842,-95.59301,211112,W-ONSH,,,,,,"298,741.38","209,217.27","178,771.92","233,967.18"
1009653,110055517463,Midland,TX,MIDLAND,32.04663,-102.16955,211111,W-ONSH,,,,,,0.00,"7,579.65",599.90,172.00
1009718,110055517463,Midland,TX,MIDLAND COUNTY,32.04663,-102.16955,211120,UU,,"6,114.10","6,315.60","7,738.26","22,488.76","22,433.55","28,698.35","30,107.30","18,165.45"
1011657,110063744818,Denver,CO,DENVER COUNTY,39.75104,-104.9998,211111,W-ONSH,,,,,,"28,214.30",,,
1013342,,Denver,CO,,32.0004,-102.863,211120,W-ONSH,"333,604.57","281,422.91",,,,,,,
1009357,110028136700,Fort Worth,TX,DENVER COUNTY,39.74933,-104.99275,211120,W-ONSH,"95,446.47","91,491.87","61,227.73","64,483.74","141,277.47","168,686.63","212,426.03","318,819.65","341,783.70"
1010256,110063978432,Houston,TX,,35.61069,-97.60779,211111,W-ONSH,,,,,,"188,749.67","141,959.24","412,914.95","341,096.62"
1010138,110063978441,Houston,TX,,35.61069,-97.60779,211111,W-ONSH,,,,,,"180,412.37","192,202.67","151,326.32","126,737.55"
1008753,,Addison,TX,,32.9654778,-96.8297403,211130,W-ONSH,"85,369.50","85,422.51","60,221.88","38,761.34","72,578.92","35,019.08","28,361.74","83,668.84","95,643.13"
1011091,,Dallas,TX,,32.9737114,-96.7815237,211130,W-ONSH,"43,991.56","43,528.56","81,959.93",,,,,,
1008755,110055512253,Addison,TX,,32.9654778,-96.8297403,211130,W-ONSH,"50,554.77","50,842.02","71,982.84","80,863.82","64,245.02","144,220.79","163,330.56","159,982.82","67,294.28"
1008323,110055512253,Addison,TX,,32.9654778,-96.8297403,211130,W-ONSH,"33,000.69","47,932.94","55,137.59","58,682.64","43,400.52","38,311.25","69,245.22","51,038.39","36,482.80"
1011508,110063696870,Addison,TX,,32.9654778,-96.8297403,211130,W-ONSH,"8,115.59","8,245.54","47,292.65","41,043.35","41,702.85","34,311.50",,,
1011854,110067272999,Denver,CO,DENVER COUNTY,39.71807,-104.95112,211120,W-ONSH,"968,222.53","1,149,305.88","865,343.98","683,319.06","378,510.41",,,,
1011913,110067410019,The Woodlands,TX,MONTGOMERY COUNTY,30.17,-95.4604,211120,W-ONSH,"127,605.12","90,515.92","76,897.39","59,363.61","34,461.65",,,,
1008518,110005116105,Midland,TX,MIDLAND COUNTY,32.00317,-102.07883,211111,W-ONSH,,,,,,,,"1,723.25","1,723.75"
1010222,110043787426,HOUSTON,TX,HARRIS COUNTY,29.7568,-95.36891,211130,W-ONSH,"1,238,843.33","1,233,583.78","1,418,322.57","1,109,795.35","961,543.11","193,830.26","52,718.88","38,809.39","29,952.05"
1008109,110055512271,Myton,UT,DUCHESNE,40.148054,-110.095743,211111,W-ONSH,,,,,,"65,301.50","39,166.10","61,089.44","44,624.13"
1010667,110043796443,Houston,TX,HARRIS COUNTY,29.7583,-95.36808,211111,W-ONSH,,,,,,0.00,,,"134,905.75"
1009848,110055518097,Brenham,TX,WASHINGTON COUNTY,30.18117,-96.47723,211130,W-ONSH,"67,448.76","55,809.85","44,076.04","34,566.16","42,327.45","35,169.52","329,662.53","234,015.22","260,842.84"
1009400,110055516589,Houston,TX,HARRIS,29.76001,-95.36635,211111,W-ONSH,,,,"4,422.94","7,757.24","9,448.86","78,628.05","116,124.26","135,515.31"
1011689,110064007499,Houston,TX,HARRIS COUNTY,29.759684,-95.366316,211120,W-ONSH,"8,512.47","10,588.62","17,949.50","23,728.78","42,760.38","42,734.61",,,
1010684,110055516589,Houston,TX,HARRIS COUNTY,29.76001,-95.36635,211120,W-ONSH,,"7,314.73","12,588.91","14,837.65","22,483.45","34,378.00","24,109.45","28,569.95",
1010707,,Bakersfield,CA,,35.5217431,-118.9062794,211120,W-ONSH,"234,121.73","227,736.17","210,291.12","172,126.72","166,042.17","166,694.73","167,193.80",,
1008794,,Denver,CO,,39.744228,-104.9867131,211130,W-ONSH,"515,925.39","345,260.83","256,932.58","196,595.16","144,371.94","29,440.28","34,049.56","31,258.10","13,044.84"
1008954,110055515410,Houston,TX,HARRIS COUNTY,29.77,-95.37,211130,W-ONSH,"105,473.50","96,972.85","34,894.80","97,962.45","61,913.55","69,770.40","111,223.50","46,284.00","56,523.65"
1008204,110028136700,Denver,CO,DENVER COUNTY,39.74933,-104.99275,211120,W-ONSH,"1,785.75",923.00,"1,519.95","54,359.04","150,230.44","247,605.98","170,750.95","121,084.13","160,526.25"
1006564,110055372500,Charleston,WV,KANAWHA COUNTY,38.361198,-81.597345,211120,W-ONSH,"37,009.77","82,837.41","77,684.25","95,278.40","44,151.08","40,922.89","35,617.45","39,744.44","43,878.14"
1008200,110034204073,Houston,TX,HARRIS COUNTY,29.75476,-95.36985,211130,W-ONSH,,"7,437.80","7,396.30","5,486.50","32,220.10","37,493.15","36,263.17","29,724.68","34,119.49"
1008199,110034204073,Houston,TX,HARRIS COUNTY,29.749708,-95.48197,211130,W-ONSH,"23,968.01","35,301.10","27,004.07","31,855.66","34,515.01",,,,
1011519,110063697021,Houston,TX,HARRIS COUNTY,29.74993,-95.48192,211130,W-ONSH,"26,207.23","32,245.02","33,795.30","33,061.42","24,713.28","28,906.14",,,
1011535,110063697254,Houston,TX,HARRIS COUNTY,29.74993,-95.48192,211120,W-ONSH,"156,887.81","156,719.99","151,117.45","184,171.67","187,402.06","195,148.42",,,
1008949,110055515376,Houston,TX,HARRIS COUNTY,29.77,-95.37,211111,W-ONSH,,,,,"4,289.60","3,777.45","3,810.65","64,242.05","86,820.70"
1008936,110038071181,The Woodlands,TX,MONTGOMERY COUNTY,30.16115,-95.45389,211111,W-ONSH,,,,"294,171.56","461,712.75","478,989.53","373,246.66","411,945.91","402,669.91"
1008714,110055514206,Houston,TX,,29.7726138,-95.514493,211130,W-ONSH,"116,594.74","120,949.45","73,809.55","42,778.82","55,443.81","73,420.58","84,342.84","213,705.55","550,145.40"
1011847,110067200399,San Antonio,TX,BEXAR COUNTY,29.609774,-98.603699,211120,W-ONSH,"40,883.52","75,173.10","33,167.23","4,193.83","45,105.34",,,,
1011706,110064007426,St. Clairsville,OH,BELMONT COUNTY,40.069229,-80.980665,211130,W-ONSH,"473,460.01","421,939.01","155,747.28","104,230.50","261,526.87","77,782.39",,,
1011239,110058240069,St. Clairsville,OH,BELMONT,40.071976,-80.979343,211111,W-ONSH,,,,"1,739.65","8,580.99","12,659.64","76,057.09",,
1013306,,Parkersburg,WV,,39.80241,-80.79,211130,W-ONSH,"88,980.13","78,370.74",,,,,,,
1013706,,Denver,CO,,,,211130,W-ONSH,"84,753.96",,,,,,,,
1009538,110055517043,DOUGLAS,WY,CONVERSE,42.77866,-105.38057,211111,W-ONSH,,,,,,,,,"6,121.95"
1010372,110059777068,Houston,TX,HARRIS COUNTY,29.75815,-95.36783,211120,W-ONSH,"132,876.42","235,647.03",,,,,,,
1011353,110059777068,Houston,TX,HARRIS COUNTY,29.75815,-95.36783,211111,W-ONSH,,,,"39,787.75","49,829.96","29,722.74",,,
1010367,110043796443,Houston,TX,HARRIS COUNTY,29.75815,-95.36783,211111,W-ONSH,,,,"221,169.92","257,132.98","218,786.24","157,798.12","228,509.25",
1010376,110043796443,Houston,TX,HARRIS COUNTY,29.75815,-95.36783,211111,W-ONSH,,,,"1,971.55","2,121.95","3,886.48","80,158.34","381,666.92",
1010370,110043796443,Houston,TX,HARRIS COUNTY,29.7583,-95.36808,211111,W-ONSH,,,,,,0.00,,"33,001.19",
1010366,110043796443,Houston,TX,HARRIS COUNTY,29.75815,-95.36783,211111,W-ONSH,,,,"449,081.12","510,363.03","919,122.39","901,747.99","514,506.56",
1010369,110043796443,Houston,TX,HARRIS COUNTY,29.7583,-95.36808,211111,W-ONSH,,,,,,0.00,,"28,722.78",
1011531,110063697218,Greenwood Village,CO,ARAPAHOE COUNTY,39.62094,-104.89435,211120,W-ONSH,"191,885.98","194,833.96","132,718.96","27,595.67","27,921.31","27,091.30",,,
1008418,110038073651,New Orleans,LA,ORLEANS PARISH,29.95162,-90.06943,211111,W-ONSH,,,,,,0.00,,,"65,825.62"
1013304,,New Orleans,LA,,,,211120,W-ONSH,"32,190.57",,,,,,,,
1008998,,Midland,TX,,31.9810423,-102.1346874,211120,W-ONSH,"32,502.33","25,752.43","27,338.93",,,,,,
1011181,110058239035,Houston,TX,HARRIS COUNTY,29.75421,-95.36021,211111,W-ONSH,,,"14,457.52","34,986.33","77,507.62","61,504.67","67,917.52",,
1010473,110011276859,Houston,TX,HARRIS COUNTY,29.75454,-95.3599,211111,W-ONSH,,,,,,,,"175,087.93",
1008490,110011276859,Houston,TX,HARRIS COUNTY,29.75421,-95.36021,211120,W-ONSH,"2,149,957.52","1,614,816.90","1,273,191.56","1,049,929.35","1,537,528.22","1,494,785.31","1,278,658.01","1,350,024.73","698,529.67"
1008634,110011276859,Houston,TX,HARRIS COUNTY,29.75421,-95.36021,211111,W-ONSH,,,,,"5,128.98","11,586.07","12,192.67","8,265.43","6,101.68"
1009354,110028136700,Denver,CO,DENVER COUNTY,39.74933,-104.99275,211120,W-ONSH,"342,955.04","281,595.81","217,131.34","159,649.91","164,410.73","131,712.08","81,897.73","74,043.38","43,662.94"
1009332,110007920544,Anchorage,AK,KENAI PENINSULA BOROUGH,60.4589,-151.2653,211130,W-ONSH,"164,153.40","175,468.56","123,314.13","88,191.19","67,936.85","94,057.33","181,786.87","80,867.28","75,335.93"
1011782,110010681707,Prudhoe Bay,AK,NORTH SLOPE BOROUGH,70.45833,-149.44166,211120,W-ONSH,"404,793.35","404,870.79","41,485.79","60,021.22","50,904.11",,,,
1011995,110067409664,Houston,TX,HARRIS COUNTY,29.756666,-95.366421,211120,W-ONSH,"90,439.41","76,551.79","91,688.52","70,300.86","145,012.39",,,,
1013111,,Houston,TX,,29.752554,-95.3704009,211130,"UU,W-ONSH","297,884.24","297,136.43","294,459.94",,,,,,
1012706,110070082453,Houston,TX,,29.752554,-95.3704009,211130,W-ONSH,"122,156.47","122,390.97","120,987.76","97,835.07",,,,,
1012612,110070082401,Houston,TX,,29.752554,-95.3704009,211130,W-ONSH,"23,468.67","23,199.52","23,695.26","25,524.06",,,,,
1013026,,Oklahoma City,OK,,36.04407566,-98.08072658,211130,W-ONSH,"70,551.09","67,111.59","73,697.44",,,,,,
1011673,110063745023,Taft,CA,KERN COUNTY,35.18063,-119.4592,211120,W-ONSH,"38,084.82","34,482.18","30,445.30","36,992.93","30,345.07","28,618.82",,,
1012030,110067543723,Lovelady,TX,,31.06437,-95.550592,211130,W-ONSH,"12,991.52","21,017.66","24,799.76","21,087.68","39,149.65",,,,
1011700,110064007603,Oklahoma City,OK,OKLAHOMA COUNTY,35.543822,-97.5278,211111,W-ONSH,,,,,"4,120.80","3,757.80",,,
1011699,110064007578,Oklahoma City,OK,OKLAHOMA COUNTY,35.543822,-97.5278,211111,W-ONSH,,,,,"6,128.25","5,588.50",,,
1011724,110064007676,Oklahoma City,OK,OKLAHOMA COUNTY,35.543822,-97.5278,211111,W-ONSH,,,,,"12,890.85","11,754.75",,,
1009126,,Greenwood Village,CO,,29.9335594,-90.0700051,211120,W-ONSH,"89,424.25",,"10,134.88","10,524.63","15,605.87","39,130.71","25,255.50",,
1012661,,Denver,CO,,39.7541032,-105.0002242,211111,W-ONSH,,,,,"2,024.60",,,,
1013112,,Houston,TX,,29.752554,-95.3704009,211130,W-ONSH,,"78,456.62","84,227.92",,,,,,
1007599,,Houston,TX,,29.76012,-95.3638,211130,W-ONSH,"460,981.71","470,207.02","436,794.87","346,635.38","188,380.48","219,456.23","91,734.87","99,210.50","40,433.93"
1011848,110067200371,Houston,TX,HARRIS COUNTY,29.76035,-95.36416,211130,W-ONSH,"48,832.98","45,628.64","46,808.95","78,087.48","57,870.54",,,,
1011976,110067409496,Houston,TX,HARRIS COUNTY,29.76035,-95.36416,211130,W-ONSH,0.00,"26,672.85","72,263.40","71,624.29","72,517.27",,,,
1013671,,San Antonio,TX,,,,211130,W-ONSH,"223,299.67",,,,,,,,
1010330,110028251610,Addison,TX,GREGG COUNTY,32.381759,-94.707062,211111,W-ONSH,,,,,,"149,348.43","53,240.69","62,405.54","22,854.45"
1007037,110055511432,Dallas,TX,DALLAS COUNTY,32.78633,-96.796253,211120,W-ONSH,"19,306.64","18,460.55","23,846.90","23,375.65","21,085.28","33,594.10","30,652.40","17,341.90","38,339.65"
1013104,,Sewickley,PA,,40.5593731,-80.1651854,211130,W-ONSH,"27,188.38","38,571.85","59,930.29",,,,,,
1008411,110055513225,OKC,OK,OKLAHOMA COUNTY,35.529964,-97.528757,211120,W-ONSH,"36,803.60","50,880.84","49,180.78","38,788.27","37,827.03","31,618.36","51,772.37","49,240.82","52,079.01"
1012542,110070082355,Denver,CO,,39.7541032,-105.0002242,211120,W-ONSH,"576,628.82","560,323.34","287,761.99","60,012.14",,,,,
1012734,110070069808,Cairo,WV,,39.2147002,-81.1857736,211130,W-ONSH,"59,309.16","89,121.85","69,640.55","30,388.41",,,,,
1011450,110063234735,Denver,CO,LARAMIE COUNTY,41.15647,-104.76581,211130,W-ONSH,"367,332.76","405,304.30","395,557.96","271,781.72","242,648.19","205,161.26",,,
1009545,110055517070,Austin,TX,TRAVIS,30.28904,-97.83129,211111,W-ONSH,,,0.00,"15,056.84","14,548.94","17,421.50","7,847.40","30,160.75",7.45
1009547,110055517070,Austin,TX,TRAVIS COUNTY,30.28904,-97.83129,211120,W-ONSH,"194,512.91","317,037.07","299,607.46","252,275.02","181,623.42","152,176.86","18,862.79","82,637.75","46,721.68"
1008066,110055512119,Traverse City,MI,GRAND TRAVERSE COUNTY,44.70733,-85.59552,211130,W-ONSH,"61,352.55","79,223.65","80,706.14","92,488.78","106,983.55","126,573.08","98,043.96","141,447.11","130,024.42"
1009135,110010727534,Tulsa,OK,TULSA COUNTY,36.065483,-95.92207,211120,W-ONSH,"106,400.20","82,829.60","131,181.57","135,035.02","162,131.19","159,514.75","161,254.41","221,800.84","842,079.74"
1003754,110055508703,Lafayette,LA,LAFAYETTE PARISH,30.19283,-92.01245,211120,W-ONSH,,"5,281.55","9,167.70","12,813.20","15,375.50","41,501.44","33,539.92","38,448.12","38,596.52"
1008703,110045659140,Tulsa,OK,TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"9,761.60","11,083.50","19,413.39","39,131.80","44,086.75","39,941.87","39,444.77","42,711.97","40,146.46"
1008248,110015749966,Midland,TX,MIDLAND COUNTY,31.99954,-102.0797,211111,W-ONSH,,,,,954.23,"1,429.28",270.55,920.24,681.14
1008691,110005116105,Midland,TX,MIDLAND COUNTY,32.00317,-102.07883,211111,W-ONSH,,,,,,,,25.00,25.00
1009742,110010675796,Denver,CO,DENVER,39.742394,-104.987374,211111,W-ONSH,,,,,,0.00,"957,008.33","591,106.51","182,475.29"
1013291,,Houston,TX,,48.49281,-102.969,211120,W-ONSH,"800,254.18","435,910.44",,,,,,,
1013324,,Houston,TX,,,,211120,W-ONSH,"191,258.37",,,,,,,,
1013301,,Houston,TX,,47.97686,-104.442,211120,W-ONSH,"204,447.74","98,011.61",,,,,,,
1008299,110022872159,HOUSTON,TX,DALLAS COUNTY,32.93476,-96.81801,211130,W-ONSH,"127,876.54","139,697.63","129,887.46","124,424.13","104,066.22","102,077.37","118,317.47","118,573.86","96,925.01"
1009785,110054082078,Denver,CO,DENVER COUNTY,39.75099,-104.99733,211130,W-ONSH,"180,895.86","300,140.72","276,806.63","270,181.12","40,514.68","27,263.37",,,
1012724,110070082464,Farmington,NM,,36.7471661,-108.214028,211130,W-ONSH,"365,846.93","384,986.56","354,251.24","146,904.81",,,,,
1009683,110045628745,Houston,TX,HARRIS COUNTY,29.850591,-95.507729,211130,W-ONSH,"70,714.12","39,037.99","32,344.37","54,991.88","29,111.06","16,014.56","33,745.30","116,449.93","100,120.76"
1009055,110030905947,Tulsa,OK,TULSA,36.150442,-95.98975,211111,W-ONSH,,,,,,,,"36,425.47","19,795.84"
1009056,,Tulsa,OK,,36.1433174,-95.9911897,211120,W-ONSH,"241,064.48","207,049.81","223,262.35","181,101.88","200,085.68","245,125.46","88,934.01","69,428.57","31,765.69"
1010395,110055520609,Oklahoma City,OK,OKLAHOMA,35.61136,-97.60707,211111,W-ONSH,,,,,,,,"138,874.23","162,378.44"
1011498,110063697049,Midland,TX,MIDLAND COUNTY,31.99692,-102.077654,211120,W-ONSH,"86,778.97","98,693.91","115,327.88","116,012.10","135,634.08","151,770.62",,,
1011975,110067409548,Buffalo,TX,FREESTONE COUNTY,31.589292,-96.136729,211130,W-ONSH,"88,524.40","90,095.85","90,267.65","86,107.70","92,709.90",,,,
1009588,,San Antonio,TX,,29.5516834,-98.4952228,211130,W-ONSH,"345,325.73","378,978.88","387,773.43","314,130.05","364,339.12","1,244,930.98","1,034,518.59","658,189.48","265,486.85"
1012021,110070082159,Battleview,ND,,48.577676,-102.777417,211120,W-ONSH,"173,863.68","140,441.92","142,107.50","179,651.99","116,897.65",,,,
1008501,110041251481,Houston,TX,HARRIS COUNTY,29.77733,-95.54268,211111,W-ONSH,,,,,,,,"114,269.60","93,146.18"
1007476,110015761996,Houston,TX,MIDLAND COUNTY,32.02786,-102.09198,211120,W-ONSH,,"275,116.36","281,435.80","335,303.42","351,701.78","351,416.81","353,807.46","192,782.01","207,294.57"
1011873,110067273186,Houston,TX,HARRIS COUNTY,29.75867,-95.37054,211120,W-ONSH,"188,762.99","216,538.46","118,390.49","64,998.14","93,573.26",,,,
1011666,110063744729,Lindsay,OK,GARVIN COUNTY,34.84095,-97.61587,211130,W-ONSH,"140,363.72","124,480.33","160,729.90","49,951.88","58,512.15","49,008.64",,,
1011418,110062541762,Houston,TX,HARRIS,29.76012,-95.3638,211111,W-ONSH,,,,,,"62,688.05",,,
1011419,,Houston,TX,Harris,29.752554,-95.3704009,211111,W-ONSH,,,,"1,550,309.82","2,118,432.12","1,390,604.23",,,
1012873,,Fort Worth,TX,,32.737615,-97.3840729,211120,W-ONSH,"114,502.24","101,413.62","54,188.48","54,573.52",,,,,
1008409,110055513207,Los Angeles,CA,Los Angeles,34.05893,-118.44336,211111,W-ONSH,,,,,"210,887.90","173,539.36","187,174.33","189,527.03","203,932.67"
1009762,110055517757,Denver,CO,DENVER COUNTY,39.74138,-104.98613,211120,W-ONSH,"33,564.92","33,210.22","32,487.22","28,812.63","29,270.84","24,798.62","38,401.49","31,942.72","41,023.92"
1013742,,Austin,TX,,,,211130,W-ONSH,"161,074.83",,,,,,,,
