Facility Id,FRS Id,Reported City,Reported State,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2019 Total reported emissions from Onshore Oil & Gas Production ,2018 Total reported emissions from Onshore Oil & Gas Production ,2017 Total reported emissions from Onshore Oil & Gas Production ,2016 Total reported emissions from Onshore Oil & Gas Production ,2015 Total reported emissions from Onshore Oil & Gas Production ,2014 Total reported emissions from Onshore Oil & Gas Production ,2013 Total reported emissions from Onshore Oil & Gas Production ,2012 Total reported emissions from Onshore Oil & Gas Production ,2011 Total reported emissions from Onshore Oil & Gas Production 
1008086,110002004964,Fort Worth,TX,DENVER COUNTY,39.74497,-104.98943,211120,W-ONSH,"244,763.78","239,557.43","273,625.51","138,834.15","128,993.14","106,435.75","68,904.38","58,031.89",
1011081,,McKittrick,CA,,35.3515611,-119.0576298,211120,W-ONSH,"30,010.24",,438.35,643.45,"45,123.13","41,547.94","57,850.93",,
1008784,,Canonsburg,PA,,40.2767073,-80.1651854,211130,W-ONSH,262.85,218.00,"33,282.75","39,729.83","49,992.82","182,479.75","191,224.79","42,087.92","135,100.55"
1008783,110043748424,Canonsburg,PA,WASHINGTON COUNTY,40.27724,-80.16623,211130,W-ONSH,"253,351.64","216,589.41","767,658.24","565,948.58","593,175.38","366,037.25","987,228.77","373,273.75","416,004.81"
1009707,110033241597,Midland,TX,MIDLAND COUNTY,31.99845,-102.079948,211120,W-ONSH,"1,409,171.27","1,403,345.64","1,231,787.60","2,443,822.83","1,939,559.50","375,722.35","286,073.40","289,382.40","242,592.20"
1009571,,Tulsa,OK,,36.1433174,-95.9911897,211111,W-ONSH,,,"11,608.59","8,403.50","12,288.54","20,081.94","51,282.30","17,804.55","76,242.52"
1011191,110058239106,Oklahoma City,OK,Oklahoma,35.46735,-97.5145,211120,W-ONSH,"121,555.88","132,320.59","133,853.59","121,081.98","159,300.51","138,586.70","28,059.78",,
1008469,110018941234,Oklahoma City,OK,GARFIELD,36.399014,-97.87992,211111,W-ONSH,,,,"14,608.95","17,537.54","20,500.99","11,599.99","19,398.87","31,002.66"
1008472,110018941234,Oklahoma City,OK,,35.4673582,-97.5140966,211120,W-ONSH,"642,824.16","897,296.71","748,679.58","679,611.11","375,363.73","299,647.71","163,185.99","289,958.22","455,978.63"
1008471,110018941234,Oklahoma City,OK,,35.4673582,-97.5140966,211120,W-ONSH,"2,752,685.89","2,362,287.80","1,625,650.36","1,674,608.06","1,402,187.24","1,291,886.08","683,264.35","559,697.24","1,629,774.79"
1011304,110058379954,Fortuna,ND,DIVIDE,48.938161,-103.746766,211112,W-GB,,,,,"3,069.09","34,038.11","28,993.20",,
1008579,110041251481,Houston,TX,HARRIS COUNTY,29.77791,-95.5444,211111,W-ONSH,,,944.10,"1,624.85","35,602.07","33,840.16","85,173.64","99,095.76","104,280.23"
1013101,,Houston,TX,,29.7726138,-95.514493,211111,W-ONSH,,,225.00,,,,,,
1008503,110041251481,Houston,TX,HARRIS COUNTY,29.77791,-95.5444,211130,W-ONSH,"530,869.94","428,318.54","360,368.52","287,297.33","321,847.04","189,410.98","247,815.76","901,166.63","739,900.89"
1002157,110067456069,Prudhoe Bay,AK,NORTH SLOPE,70.4136,-150.0123,211120,W-ONSH,,"28,722.20","31,361.24","41,316.52","51,424.48","73,737.39","63,142.49","45,150.90","52,488.20"
1009258,110002985360,Denver,CO,DENVER COUNTY,39.74565,-104.99037,211130,W-ONSH,,"7,832.30","9,259.15","12,197.95","11,956.65","24,795.20","42,891.40","34,195.90","40,519.59"
1008296,110010671647,Parachute,CO,DENVER COUNTY,39.74454,-104.98486,211130,W-ONSH,"438,230.10","537,701.24","315,794.09","69,260.91","61,521.25","59,946.76","22,078.20","124,561.25","139,471.33"
1008406,110055513207,Los Angeles,CA,Los Angeles,34.05893,-118.44336,211111,W-ONSH,,,,,"22,425.01","68,241.75","61,201.51","85,327.49","90,746.39"
1008405,110055513207,Bakersfield,CA,,34.05893,-118.44336,211130,W-ONSH,"7,019.85","4,834.80","21,221.65","46,554.98","215,535.68","220,565.49","226,970.82","280,791.96","84,156.90"
1008402,110055513207,Bakersfield,CA,,34.05893,-118.44336,211120,W-ONSH,"44,352.91","29,241.84","39,864.58","34,654.15","57,316.49","53,752.67","52,681.99","27,129.67",
1009728,110037899021,Houston,TX,HARRIS COUNTY,29.75788,-95.37013,211120,W-ONSH,"117,845.62","342,959.95","384,423.35","412,857.31","434,412.34","294,527.56","240,897.52","145,607.79","43,192.14"
1013155,,Houston,TX,,29.752554,-95.3704009,211120,W-ONSH,"184,923.67","178,199.09","123,310.23",,,,,,
1009898,110055518275,Midland,TX,MIDLAND COUNTY,31.996942,-102.073652,211111,W-ONSH,,,,,,,"6,360.60","4,257.45","8,290.80"
1009778,110034226451,Midland,TX,MIDLAND COUNTY,31.99987,-102.07848,211111,"UU,W-ONSH",,,,,,,"3,295.65","5,164.60","7,206.40"
1011690,110064007373,Denver,CO,DENVER COUNTY,39.751341,-104.996991,211120,W-ONSH,"466,935.55","389,340.60","193,404.80","42,318.86","17,887.73","43,298.25",,,
1008264,,Denver,CO,,39.7541032,-105.0002242,211111,W-ONSH,,,,"200,864.25","165,744.70","165,551.70","168,280.44","72,440.45","65,713.49"
1008716,110055514224,Houston,TX,Harris,29.7726138,-95.514493,211111,W-ONSH,,,,,,"1,197.95",367.65,460.25,"34,961.85"
1010059,110055519069,Hominy,OK,OSAGE COUNTY,36.396819,-96.365157,211111,W-ONSH,,,,,"2,427.30","10,219.36","18,603.23","33,927.26",
1008521,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211111,W-ONSH,,,2.75,"31,790.18","36,518.58","35,765.08","38,635.23","82,157.56","230,946.14"
1008523,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211130,W-ONSH,"191,767.08","171,904.45","155,480.93","124,641.76","148,065.40","215,020.82","368,074.72","449,390.58","394,866.24"
1008524,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211120,W-ONSH,,"381,869.60","395,168.01","373,409.20","410,138.72","392,070.15","227,043.78","86,477.94",
1009313,110035839876,Oklahoma City,OK,OKLAHOMA COUNTY,35.53366,-97.52924,211111,W-ONSH,,,,,,0.00,,0.00,"239,094.52"
1008526,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211120,"C,W-ONSH","1,904,250.00","1,042,170.46","1,191,797.06","844,629.94","867,805.93","1,040,799.85","1,346,026.74","872,470.05","558,994.89"
1008527,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211130,W-ONSH,"146,681.27","171,009.01","161,186.35","205,642.50","236,545.97","227,425.27","169,838.61","202,642.57","461,430.21"
1008528,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211120,W-ONSH,"62,663.02",0.00,"2,017.50","3,113.43",463.35,"50,341.47","51,151.50","76,758.84","100,076.51"
1009310,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211111,W-ONSH,,,,"43,730.07","99,015.64","93,921.12","90,033.52","139,208.51","151,404.90"
1008529,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211120,W-ONSH,663.35,762.80,"33,443.58","25,601.83","33,325.02","34,265.76","34,951.36","44,828.28","50,481.08"
1008530,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211120,W-ONSH,"376,195.37","405,305.15","1,130,167.47","1,178,596.12","1,830,756.92","2,218,586.26","2,050,758.41","1,457,214.50","1,459,411.89"
1008538,110035839876,Oklahoma City,OK,Oklahoma,35.53376,-97.52976,211120,W-ONSH,"342,348.28","155,825.47","84,199.64","80,492.80","86,739.79","113,676.35","166,495.71","169,077.97","92,949.22"
1009098,110054903422,Coraopolis,PA,ALLEGHENY COUNTY,40.50183,-80.20521,211130,W-ONSH,"152,317.77","111,483.45","73,918.57","55,538.28","101,354.46","186,531.04","107,408.05","110,017.46","77,552.68"
1008961,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.75832,-121.95969,211111,W-ONSH,,,,,,"37,670.36","54,586.06","96,212.28","123,133.39"
1009239,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-ONSH,"18,924.39","15,064.28","15,151.57","17,391.36","22,308.46","28,044.53","25,045.24","37,805.38","38,911.18"
1008102,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,"5,996.85","5,978.00","5,726.25","8,740.47",
1008956,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-ONSH,"1,213.70","1,466.00","1,726.65","14,743.64","25,151.44","28,411.44","25,515.14","22,067.28","54,835.29"
1009240,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.795963,-122.022317,211130,W-ONSH,"431,066.17","356,139.69","331,744.29","197,188.86","263,732.56","220,590.90","190,681.23","265,403.39","330,005.66"
1009051,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,"14,176.15","16,621.20","19,328.00","27,180.32",
1009053,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,"27,287.96","27,111.85","25,382.96","25,026.80","32,220.24"
1009052,110002701238,San Ramon,CA,CONTRA COSTA COUNTY,37.76205,-121.95817,211111,W-ONSH,,,,,"93,485.33","90,946.98","104,743.23","214,891.29","332,101.26"
1009241,110002701238,San Ramon,CA,CONTRA COSTA,37.795963,-122.022317,211111,W-ONSH,,,,"17,822.41","8,895.69","8,964.98","10,731.81","22,225.19","515,600.64"
1009485,110010655246,Dallas,TX,DALLAS COUNTY,32.8623,-96.80983,211130,W-ONSH,"150,310.03","138,138.64","128,285.55","60,734.16","55,198.14","116,112.04","74,162.20","43,381.21","21,437.31"
1013241,,Fort Worth,TX,,32.52904,-103.591,211130,W-ONSH,"86,077.82","66,845.22",,,,,,,
1008751,110035407468,Houston,TX,NOLAN,32.459781,-100.401092,211111,W-ONSH,,,,,,,979.40,"1,042.90","1,040.40"
1008541,110045659140,Tulsa,OK,TULSA,36.151561,-95.989756,211111,W-ONSH,,,,,,"33,618.60","61,843.21","57,427.84","81,734.95"
1008545,110045659140,Tulsa,OK,TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"9,433.15","13,951.49","13,560.10","15,079.85","19,334.25","38,280.96","30,651.87",,
1008702,110045659140,Tulsa,OK,TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"389,256.02","407,363.59","375,094.75","441,574.94","504,577.18","388,243.74","338,890.02","280,128.38","318,310.04"
1008544,110045659140,Tulsa,OK,TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"741,889.12","558,189.13","556,862.70","612,324.40","802,006.84","782,577.38","649,927.44","402,940.64","135,975.29"
1008697,110045659140,Tulsa,OK,TULSA,36.151561,-95.989756,211111,W-ONSH,,,"10,623.55","13,181.25","15,817.10","25,436.40",,,
1008698,110045659140,Tulsa,OK,TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"25,241.88","36,476.92","54,186.82","86,672.20","105,384.50","86,159.35","85,757.40","120,376.08","118,271.63"
1008700,110045659140,Tulsa,OK,TULSA COUNTY,36.151561,-95.989756,211120,W-ONSH,"164,378.87","226,272.49","170,214.13","165,682.15","251,868.95","226,011.90","210,790.58","244,523.19","173,980.71"
1008639,,Houston,TX,,32.32152,-101.247,211120,W-ONSH,,"47,924.87",,,,,,,
1013614,,Tulsa,OK,,,,211120,W-ONSH,"138,906.18",,,,,,,,
1009497,110055516936,Houston,TX,HARRIS,29.75512,-95.36188,211111,W-ONSH,,,,,,0.00,,,"50,217.10"
1002362,110022871800,Midland,TX,MIDLAND COUNTY,32.02994,-102.08741,211111,W-ONSH,,,911.90,"24,532.75","31,954.25","34,944.55","31,126.80","31,710.40",
1006886,110022871800,Midland,TX,MIDLAND COUNTY,32.02994,-102.08741,211111,W-ONSH,,,"42,411.67","27,404.95","35,406.82","37,926.35","30,906.19","22,250.40","54,400.48"
1013682,,Denver,CO,,,,211120,W-ONSH,"36,199.59",,,,,,,,
1009435,110055516785,Farmington,NM,,36.7914962,-108.1310083,211111,W-ONSH,,,,,,,,,"12,286.15"
1013414,,Houston,TX,,27.81641,-98.9384,211130,W-ONSH,"25,204.51","32,661.55",,,,,,,
1011194,110058239062,Oklahoma City,OK,,35.4711808,-97.516602,211130,W-ONSH,"49,341.60","55,211.97","95,451.00","96,935.95","96,893.10","153,171.64","126,849.19",,
1011193,110058239071,Addison,TX,DALLAS COUNTY,32.91572,-96.77292,211111,W-ONSH,,,,,,"47,094.73","47,718.74",,
1008959,110043806174,Oklahoma City,OK,,35.4711808,-97.516602,211120,W-ONSH,"25,640.85","26,009.75","76,270.95","88,086.15","87,552.00","77,560.24","71,839.83","37,062.57","31,355.13"
1009906,110013706212,Frisco,TX,DENTON COUNTY,33.13023,-96.86507,211111,W-ONSH,,,"87,051.69","129,722.43","261,390.59","518,079.81","250,550.89","122,600.96","135,737.18"
1009890,110013706212,Frisco,TX,DENTON COUNTY,33.137653,-96.856543,211120,W-ONSH,"149,051.96","110,922.07","88,228.98","42,532.72","56,615.66","44,740.38","50,412.63","58,339.54","95,900.82"
1009907,110013706212,Frisco,TX,DENTON COUNTY,33.137653,-96.856543,211120,W-ONSH,"130,807.67","24,845.63","28,234.00","29,800.03","33,501.23","33,399.73","36,880.17","38,777.67","45,682.39"
1010548,110013706212,Frisco,TX,DENTON COUNTY,33.13023,-96.86507,211111,W-ONSH,,,,,,0.00,,"36,645.52",
1008111,110063104670,Anchorage,AK,NORTH SLOPE BOROUGH,70.289666,-149.884468,211120,W-ONSH,"844,038.52","803,758.30","842,875.91","814,428.74","800,036.05","778,668.33","758,136.91","752,250.59","810,421.29"
1007475,110015761996,Houston,TX,MIDLAND COUNTY,32.02786,-102.09198,211130,W-ONSH,"107,771.52","107,092.92","112,537.42","135,538.05","136,893.42","205,224.69","202,932.54","183,416.34","189,076.71"
1011387,110062540914,Houston,TX,,39.63789,-104.57387,211120,W-ONSH,"68,473.21","65,962.07","24,597.67","13,148.35","114,807.29","149,669.65",,,
1007487,110000825420,Houston,TX,,29.78754,-95.61767,211111,W-ONSH,,,,,,"96,600.78","96,463.43","94,725.22","96,905.27"
1007485,110000825420,Houston,TX,,29.78754,-95.61767,211120,W-ONSH,"1,278,132.51","1,178,086.25","1,100,549.23","1,020,084.04","916,012.86","1,209,204.87","1,370,641.60","1,343,862.49","979,329.51"
1007479,110015761996,Houston,TX,MIDLAND COUNTY,32.02786,-102.09198,211120,"UU,W-ONSH","301,164.34","146,202.95","137,083.10","97,537.50","159,435.49","107,514.30","85,159.46","76,610.57","83,883.47"
1007481,110015761996,Houston,TX,,32.02808,-102.09109,211130,W-ONSH,"45,115.80","48,793.40","47,512.00","48,249.90","49,168.20","53,791.70","76,964.50","235,401.20","224,023.50"
1007482,110015761996,Houston,TX,,32.02808,-102.09109,211120,W-ONSH,"1,143,592.31","731,887.68","477,769.48","336,585.69","981,930.14","1,006,276.41","540,127.93","489,651.42","194,097.36"
1007483,110015761996,Houston,TX,,32.02808,-102.09109,211130,W-ONSH,"30,912.90","31,171.80","33,173.65","35,815.40","48,974.48","82,661.89","155,754.80","82,575.94","64,520.89"
1013580,,Oklahoma City,OK,,,,211120,W-ONSH,"51,511.96",,,,,,,,
1009878,110022530135,Waynesburg,PA,GREENE COUNTY,39.836187,-80.128397,211130,W-ONSH,"41,460.59","48,377.28","50,435.93","65,759.77","69,207.56","71,842.06","67,567.01","78,409.60","79,663.95"
1011231,110006532608,Anchorage,AK,KENAI PENINSULA BOROUGH,60.784586,-151.753262,211120,W-ONSH,104.50,132.40,"6,045.95","6,231.15","44,902.58","55,684.99","51,906.00","36,033.06","29,069.69"
1008017,110055512011,Canadian,TX,HEMPHILL,35.904722,-100.393215,211111,W-ONSH,,,,,,0.00,,,"167,058.92"
1012972,110070209469,Charleston,WV,KANAWHA COUNTY,38.35244,-81.63237,211111,W-ONSH,,,"29,338.85",,,,,,
1010117,110055519363,Gaylord,MI,OTSEGO COUNTY,45.033842,-84.511469,211120,"RR (RPT),W-ONSH","37,569.31",,,,,,,,
1012774,110070082492,Dallas,TX,,32.8695051,-96.7895574,211130,W-ONSH,,"402,330.51","167,945.49","34,614.24",,,,,
1011936,110067409281,Dallas,TX,DALLAS COUNTY,32.86446,-96.77226,211130,W-ONSH,,"60,067.59","92,200.50","52,493.59","99,101.88",,,,
1012782,110070082498,Dallas,TX,,32.8695051,-96.7895574,211130,W-ONSH,,"171,861.78","181,954.62","125,236.57",,,,,
1010521,110002004964,Denver,CO,DENVER COUNTY,39.74497,-104.98943,211120,W-ONSH,"259,449.47","292,911.49","82,185.44","50,304.14","56,044.20","58,386.85","87,945.10","52,917.26",
1008206,110059765384,Firestone,CO,DENVER COUNTY,39.74369,-104.98777,211120,W-ONSH,"285,294.47","245,945.94","236,119.13","273,445.75","309,755.94","340,805.80","236,490.93","192,872.30","169,362.81"
1011100,110058238884,Fort Worth,TX,TARRANT COUNTY,32.75139,-97.33245,211130,W-ONSH,"51,968.94","52,530.74","51,607.54","68,938.28","69,089.98","72,486.81","64,763.18",,
1010186,110014428770,Englewood,CO,DOUGLAS COUNTY,39.5835785,-104.8571368,211111,W-ONSH,,,,,,,,"27,593.75","29,547.55"
1013369,,Highlands Ranch,CO,,40.82082896,-104.1618317,211120,W-ONSH,"42,998.06","46,109.74",,,,,,,
1013303,110070384458,Forth Worth,TX,TARRANT COUNTY,32.72411,-97.38696,211120,W-ONSH,"266,195.07","71,307.85",,,,,,,
1013035,,Deerfield,OH,,41.57896483,-79.90592395,211130,"PP,W-ONSH","958,994.36","339,748.95","201,504.90",,,,,,
1012936,,Jackson Center,PA,,41.2761122,-80.1205256,211130,W-ONSH,"2,301,827.46","947,239.55","656,330.31",,,,,,
1008349,110063978450,Denver,CO,,44.51884,-109.05642,211111,W-ONSH,,,,548.55,"1,892.14","1,827.70","32,999.65","46,589.50",
1008052,110055512084,Denver,CO,DALLAS COUNTY,32.91415,-96.74484,211120,W-ONSH,"125,661.74","125,264.65",,,,"107,905.39","106,520.95","113,064.28","82,632.14"
1009717,110005153065,Fort Worth,TX,TARRANT COUNTY,32.75605,-97.33065,211111,W-ONSH,,,,,,,,,"74,104.23"
1010164,110055519611,Houston,TX,,30.475434,-93.494409,211120,W-ONSH,,"44,627.55","23,509.65","35,374.02","40,818.76","80,718.00","2,302.80","44,437.26","52,335.62"
1008942,110055512333,Plano,TX,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,"2,684.83","7,403.95","10,723.25","143,821.39","198,711.69","147,258.44","139,810.51","735,836.17"
1008123,110055512333,Plano,TX,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,"8,364.62","2,280.60","6,973.70","112,716.38","101,542.99","57,727.85","31,376.89","52,666.10"
1008943,110055512333,Plano,TX,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,"1,045.08","1,861.40","3,736.40","25,902.25","20,496.75","81,240.88",,
1008617,110055512333,Plano,TX,COLLIN,33.07567,-96.80594,211111,W-ONSH,,,"4,344.45","4,903.50","13,766.75","18,996.45","11,829.07","25,928.14","691,484.21"
1011244,110058240023,Plano,TX,COLLIN COUNTY,33.07567,-96.80594,211120,W-ONSH,,"2,685.00","1,949.45","1,245.10","25,861.14","9,782.02",,,
1008202,110028136700,Denver,CO,DENVER COUNTY,39.74933,-104.99275,211120,W-ONSH,"276,653.20","437,497.91","483,101.07","637,887.40","606,066.17","685,654.24","726,719.96","219,249.82","334,310.26"
1009434,110015744550,Midland,TX,MIDLAND COUNTY,31.99844,-102.08054,211120,W-ONSH,"1,419,919.75","928,585.21","390,287.21","174,412.54","161,757.21","1,134,747.12","355,522.59",,
1010294,110002972506,Denver,CO,DENVER COUNTY,39.74431,-104.98858,211120,W-ONSH,"161,328.04","139,819.87","124,131.22","98,970.29","99,104.98","120,503.28","126,641.23","57,839.30","44,571.64"
1008170,110032607089,Salt Lake City,UT,SALT LAKE COUNTY,40.76497,-111.92439,211130,W-ONSH,"81,949.10","71,055.14","89,712.20","93,482.65","97,881.25","118,699.09","135,908.49","128,777.64","125,767.34"
1008590,110032607089,Salt Lake City,UT,SALT LAKE COUNTY,40.76497,-111.92439,211130,W-ONSH,"358,198.81","293,387.76","304,347.20","243,279.90","230,721.28","259,601.78","277,477.64","288,209.15","314,409.30"
1008540,110022697615,Farmington,NM,SAN JUAN COUNTY,36.71949,-108.19697,211130,W-ONSH,"24,112.25","91,094.81","44,705.18","58,271.84","182,458.27","106,559.84","159,984.85","106,215.70","189,556.80"
1008598,110030913509,Oklahoma City,OK,OKLAHOMA COUNTY,35.46873,-97.5148,211120,W-ONSH,"69,900.87","73,315.53","63,123.19","74,025.26","68,183.89","35,028.97","54,589.97","68,658.10","53,327.17"
1010932,110056382392,Bakersfield,CA,KERN COUNTY,35.4202,-119.05266,211120,W-ONSH,"611,632.52","526,598.80","443,244.37","327,052.08","236,293.32","176,864.13","56,471.50",,
1008350,,Houston,TX,,29.752554,-95.3704009,211120,W-ONSH,,"3,477.07","4,528.87","14,586.45","21,978.85","15,702.40","23,449.47","107,029.46","91,900.33"
1008394,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,,"15,321.98","22,958.52","14,942.59","15,098.68","23,197.76"
1008128,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,"61,805.74","68,656.24","72,400.47","80,051.35","68,612.29","105,319.33"
1008976,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"70,489.20","78,880.84","107,085.97","129,452.67","251,095.68","324,616.29","350,242.44","231,426.22","140,674.14"
1013078,,Houston,TX,,34.95539,-97.5642,211120,W-ONSH,"91,995.46","66,598.42",,,,,,,
1008352,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"123,107.94","149,808.82","105,339.82","170,560.04","212,286.33","249,479.78","233,598.37","122,047.45","274,656.63"
1008980,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"196,551.93","275,528.06","149,894.31","176,656.69","138,796.64","868,890.77","669,877.02","620,002.46","665,714.90"
1009246,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,,"15,624.83","12,462.44","11,888.84","35,885.16","34,144.61"
1008114,110055512306,Houston,TX,HARRIS COUNTY,29.752554,-95.370401,211111,W-ONSH,,,,,"592,383.46","579,421.18","585,196.31","329,459.04","289,499.93"
1008977,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"173,979.89","185,317.74","276,134.51","320,085.30","601,767.72","768,943.24","807,406.68","443,352.78","406,788.48"
1008978,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211111,W-ONSH,,,,"47,028.36","68,228.18","67,206.67","70,874.81","55,321.77","39,112.69"
1008351,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"978,795.78","977,033.84","800,878.54","284,272.28","423,270.05","319,057.33","239,747.46","313,648.42","190,881.20"
1008395,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"4,724.95","8,576.65","37,067.10","46,309.15","89,860.90","91,606.20","98,758.70","30,713.35",
1008396,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"201,030.66","219,365.61","77,950.83","55,568.16","69,615.52","58,550.46","46,085.12",,
1008353,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"7,320.80","9,314.69","34,863.19","86,831.70","145,757.85","132,495.30","131,589.00","52,934.67","34,070.87"
1008979,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"169,523.92","106,563.05","50,384.26","30,000.19","44,467.04","88,002.26","114,863.80","199,109.52","292,785.87"
1008354,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"101,725.66","224,083.40","82,107.89","115,253.55","587,712.80","520,362.35","562,551.19","197,762.20","138,863.01"
1008219,110034207481,Houston,TX,HARRIS COUNTY,29.75894,-95.37096,211120,W-ONSH,"634,498.18","644,055.68","888,255.17","825,985.88","1,067,979.59","1,386,171.06","989,212.70","935,818.72","734,526.74"
1008092,110054613539,Houston,TX,HARRIS COUNTY,29.75816,-95.36782,211130,W-ONSH,"87,331.30","361,804.99","106,435.59","195,907.39","219,804.24","281,002.20","258,020.49","336,027.81","390,542.76"
1008155,110054613539,Houston,TX,HARRIS COUNTY,29.75816,-95.36782,211111,W-ONSH,,,,,"70,917.20","29,595.40","61,449.85","213,568.20","306,490.38"
1007777,110054613539,Houston,TX,HARRIS COUNTY,29.75816,-95.36782,211130,W-ONSH,"47,372.03","114,936.22","98,625.04","134,329.81","115,064.95","178,674.80","289,917.69",,
1009350,110054613539,Houston,TX,HARRIS COUNTY,29.75816,-95.36782,211130,W-ONSH,"77,623.70","85,617.39","170,897.52","165,343.62","137,639.30","124,835.79","132,740.12","101,019.25","33,951.90"
1009308,110001996270,Pittsburgh,PA,ALLEGHENY COUNTY,40.442188,-80.000854,211130,W-ONSH,0.00,52.75,"32,296.69","25,579.37","61,780.61","45,261.07","46,006.73","57,613.84","442,111.14"
1010233,110001996270,Pittsburgh,PA,ALLEGHENY COUNTY,40.442188,-80.000854,211130,W-ONSH,"458,414.61","559,462.19","640,265.80","224,886.69","307,473.88","255,751.48","537,030.25","210,324.54","1,304,261.54"
1008673,,Cranberry Township,PA,,40.7164495,-80.1205256,211130,W-ONSH,"29,235.24","28,992.70","28,372.50","32,469.80","53,259.53","52,488.12","58,512.75","67,917.54","59,781.79"
1008957,110043806174,Dallas,TX,DALLAS COUNTY,32.91593,-96.77249,211130,W-ONSH,"525,309.42","286,116.75","154,680.01","89,484.84","82,103.11","110,294.43","100,189.56","290,498.71","377,101.11"
1008958,110043806174,Dallas,TX,DALLAS COUNTY,32.91593,-96.77249,211130,W-ONSH,"99,585.70","84,907.45","23,074.04","34,283.28","52,393.58","33,603.37","12,165.20","81,574.24","128,172.14"
1010945,110056382686,Dallas,TX,DALLAS COUNTY,32.91593,-96.77249,211120,W-ONSH,"265,781.54","216,875.20","142,405.47","141,314.70","138,583.62","167,709.67","131,890.80",,
1008675,110055514055,Houston,TX,HARRIS,29.7589,-95.37091,211111,W-ONSH,,,,,,0.00,"112,592.96","137,225.57","86,395.33"
1011804,110058260572,San Ardo,CA,MONTEREY COUNTY,35.97882,-120.87856,211120,W-ONSH,"28,930.04","31,350.18","29,745.23","26,919.75","28,786.44","31,369.94",,,
1011765,110064007097,Dallas,TX,DALLAS COUNTY,32.81216,-96.80534,211130,W-ONSH,"203,506.04","56,571.95","50,512.30","13,565.40","23,094.10","86,513.78",,,
1011763,110064007328,Dallas,TX,DALLAS COUNTY,32.81216,-96.80534,211130,W-ONSH,"169,132.74","56,794.55","35,514.60","1,601.10","4,650.50","84,125.84",,,
1013483,,Midland,TX,,,,211120,W-ONSH,"85,484.90","49,255.95",,,,,,,
1011773,110064541116,The Woodlands,TX,MONTGOMERY COUNTY,30.158,-95.45581,211120,W-ONSH,"27,782.43","22,762.48","16,854.37","18,412.32","21,191.01","25,156.80",,,
1010150,110045615205,Spring,TX,HARRIS COUNTY,29.93817,-95.35082,211111,W-ONSH,,,,,,"60,436.99","63,600.33","163,991.55","253,840.95"
1008934,110038071181,The Woodlands,TX,MONTGOMERY COUNTY,30.16115,-95.45389,211111,W-ONSH,,,,"18,159.20","67,054.88","262,142.98","269,303.98","346,919.59","409,392.72"
